X inicial Newton,Y inicial Newton,X final Newton,Y final Newton,Valor final Newton,Iteraciones Newton,Tamaño de paso,X inicial Gradiente,Y inicial Gradiente,X final Gradiente,Y final Gradiente,Valor final Gradiente,Iteraciones Gradiente
70,40,2.7468027856593227,2.746802770990837,-50.05889331056788,13,0.001,70,40,-200215364060510.25,-3856200.426050375,8.034513947662454e+56,4
70,50,2.7468027856593227,2.7468027709908442,-50.05889331056788,13,0.001,70,50,-200215364060510.25,-7602997937.783982,8.034513947662454e+56,4
70,60,2.7468027856593227,2.746802771044105,-50.05889331056788,13,0.001,70,60,-200215364060510.25,-2109193506256.9722,8.03451404661699e+56,4
70,70,2.7468027856593227,2.7468027856593227,-50.058893310567875,13,0.001,70,70,-200215364060510.25,-200215364060510.25,1.6069027895324908e+57,4
70,80,2.7468027856593227,2.746803427444149,-50.05889331056157,13,0.001,70,80,464325.4291968181,1674685.641513624,3.9560533169225765e+24,3
70,90,2.746802770990837,2.7468027710448357,-50.05889331056788,14,0.001,70,90,464325.4291968181,5102703.557121582,3.390011209226382e+26,3
70,100,2.746802770990837,2.7468027739191356,-50.05889331056788,14,0.001,70,100,464325.4291968181,13681498.455277592,1.751883585563613e+28,3
80,-100,2.7468027709910796,-2.9035340278944233,-64.19561235905536,14,0.001,80,-100,1674685.641513624,-13681390.347680788,1.7522191716803625e+28,3
80,-90,2.7468027709910796,-2.9035340277723662,-64.19561235905536,14,0.001,80,-90,1674685.641513624,-5102647.5426145755,3.428958075353686e+26,3
80,-80,2.746803427444149,-2.90353409422467,-64.19561235904898,13,0.001,80,-80,1674685.641513624,-1674658.989963672,7.86537374454609e+24,3
80,-70,2.746803427444149,-2.9035340285728535,-64.19561235904904,13,0.001,80,-70,1674685.641513624,-464314.09695438604,3.956051048116587e+24,3
80,-60,2.746803427444149,-2.9035340277723476,-64.19561235904906,13,0.001,80,-60,1674685.641513624,-101783.62275541798,3.932865709481885e+24,3
80,-50,2.746803427444149,-2.903534027771177,-64.19561235904905,13,0.001,80,-50,1674685.641513624,-15605.789613869973,3.932812075313268e+24,3
80,-40,2.746803427444149,-2.903534027771177,-64.19561235904905,13,0.001,80,-40,1674685.641513624,-1244.5555912439688,3.9328120456584403e+24,3
80,-30,2.746803427444149,-2.903534027771177,-64.19561235904905,13,0.001,80,-30,1674685.641513624,-2.122499441968749,3.932812045657241e+24,3
80,-20,2.746803427444149,-2.903534027771177,-64.19561235904905,13,0.001,80,-20,1674685.641513624,-4.23263676596875,3.932812045657241e+24,3
80,-10,2.746803427444149,-2.903534027771177,-64.19561235904905,13,0.001,80,-10,1674685.641513624,-7.20792391796875,3.932812045657241e+24,3
80,0,2.746803427444149,0.1567312567803401,-24.83383429622228,13,0.001,80,0,1674685.641513624,-0.00503999996875,3.932812045657241e+24,3
80,10,2.746803427444149,2.7468027709908367,-50.05889331056158,13,0.001,80,10,1674685.641513624,7.19984148603125,3.932812045657241e+24,3
80,20,2.746803427444149,2.746802770990837,-50.05889331056157,13,0.001,80,20,1674685.641513624,4.223116638031249,3.932812045657241e+24,3
80,30,2.746803427444149,2.7468027709908367,-50.05889331056158,13,0.001,80,30,1674685.641513624,2.1290151540312507,3.932812045657241e+24,3
80,40,2.746803427444149,2.746802770990837,-50.05889331056157,13,0.001,80,40,1674685.641513624,1244.7744643320311,3.9328120456584414e+24,3
80,50,2.746803427444149,2.7468027709908442,-50.05889331056157,13,0.001,80,50,1674685.641513624,15606.969953070036,3.932812075322241e+24,3
80,60,2.746803427444149,2.746802771044105,-50.05889331056158,13,0.001,80,60,1674685.641513624,101787.74279586606,3.9328657181713204e+24,3
80,70,2.746803427444149,2.7468027856593227,-50.05889331056157,13,0.001,80,70,1674685.641513624,464325.4291968181,3.9560533169225765e+24,3
80,80,2.746803427444149,2.746803427444149,-50.05889331055527,13,0.001,80,80,1674685.641513624,1674685.641513624,7.865624091314482e+24,3
80,90,2.7468027709910796,2.7468027710448357,-50.05889331056788,14,0.001,80,90,1674685.641513624,5102703.557121582,3.4291069169703004e+26,3
80,100,2.7468027709910796,2.7468027739191356,-50.05889331056788,14,0.001,80,100,1674685.641513624,13681498.455277592,1.7522745426410522e+28,3
90,-100,2.7468027710448357,-2.9035340278944233,-64.19561235905536,14,0.001,90,-100,5102703.557121582,-13681390.347680788,1.785723678440934e+28,3
90,-90,2.7468027710448357,-2.9035340277723662,-64.19561235905536,14,0.001,90,-90,5102703.557121582,-5102647.5426145755,6.779408751410841e+26,3
90,-80,2.7468027710448357,-2.903534027771179,-64.19561235905536,14,0.001,90,-80,5102703.557121582,-1674658.989963672,3.429104413502617e+26,3
90,-70,2.7468027710448357,-2.903534027771177,-64.19561235905536,14,0.001,90,-70,5102703.557121582,-464314.09695438604,3.3900111865383214e+26,3
90,-60,2.7468027710448357,-2.903534027771177,-64.19561235905536,14,0.001,90,-60,5102703.557121582,-101783.62275541798,3.3897793331519745e+26,3
90,-50,2.7468027710448357,-2.903534027771177,-64.19561235905536,14,0.001,90,-50,5102703.557121582,-15605.789613869973,3.3897787968102884e+26,3
90,-40,2.7468027710448357,-2.903534027771177,-64.19561235905536,14,0.001,90,-40,5102703.557121582,-1244.5555912439688,3.38977879651374e+26,3
90,-30,2.7468027710448357,-2.903534027771177,-64.19561235905536,14,0.001,90,-30,5102703.557121582,-2.122499441968749,3.389778796513728e+26,3
90,-20,2.7468027710448357,-2.903534027771177,-64.19561235905536,14,0.001,90,-20,5102703.557121582,-4.23263676596875,3.389778796513728e+26,3
90,-10,2.7468027710448357,-2.903534027771177,-64.19561235905536,14,0.001,90,-10,5102703.557121582,-7.20792391796875,3.389778796513728e+26,3
90,0,2.7468027710448357,0.1567312567803401,-24.833834296228584,14,0.001,90,0,5102703.557121582,-0.00503999996875,3.389778796513728e+26,3
90,10,2.7468027710448357,2.746802770990837,-50.05889331056788,14,0.001,90,10,5102703.557121582,7.19984148603125,3.389778796513728e+26,3
90,20,2.7468027710448357,2.7468027709908367,-50.05889331056788,14,0.001,90,20,5102703.557121582,4.223116638031249,3.389778796513728e+26,3
90,30,2.7468027710448357,2.746802770990837,-50.05889331056788,14,0.001,90,30,5102703.557121582,2.1290151540312507,3.389778796513728e+26,3
90,40,2.7468027710448357,2.7468027709908367,-50.05889331056788,14,0.001,90,40,5102703.557121582,1244.7744643320311,3.38977879651374e+26,3
90,50,2.7468027710448357,2.746802770990837,-50.05889331056788,14,0.001,90,50,5102703.557121582,15606.969953070036,3.3897787968103784e+26,3
90,60,2.7468027710448357,2.746802770990837,-50.05889331056788,14,0.001,90,60,5102703.557121582,101787.74279586606,3.389779333238869e+26,3
90,70,2.7468027710448357,2.746802770990837,-50.05889331056788,14,0.001,90,70,5102703.557121582,464325.4291968181,3.390011209226382e+26,3
90,80,2.7468027710448357,2.7468027709910796,-50.05889331056788,14,0.001,90,80,5102703.557121582,1674685.641513624,3.4291069169703004e+26,3
90,90,2.7468027710448357,2.7468027710448357,-50.05889331056788,14,0.001,90,90,5102703.557121582,5102703.557121582,6.779557593027456e+26,3
90,100,2.7468027710448357,2.7468027739191356,-50.05889331056788,14,0.001,90,100,5102703.557121582,13681498.455277592,1.7857790494016237e+28,3
100,-100,2.7468027739191356,-2.9035340278944233,-64.19561235905536,14,0.001,100,-100,13681498.455277592,-13681390.347680788,3.503707151912283e+28,3
100,-90,2.7468027739191356,-2.9035340277723662,-64.19561235905536,14,0.001,100,-90,13681498.455277592,-5102647.5426145755,1.7857775609854577e+28,3
100,-80,2.7468027739191356,-2.903534027771179,-64.19561235905536,14,0.001,100,-80,13681498.455277592,-1674658.989963672,1.7522745176063753e+28,3
100,-70,2.7468027739191356,-2.903534027771177,-64.19561235905536,14,0.001,100,-70,13681498.455277592,-464314.09695438604,1.7518835853367325e+28,3
100,-60,2.7468027739191356,-2.903534027771177,-64.19561235905536,14,0.001,100,-60,13681498.455277592,-101783.62275541798,1.751881266802869e+28,3
100,-50,2.7468027739191356,-2.903534027771177,-64.19561235905536,14,0.001,100,-50,13681498.455277592,-15605.789613869973,1.751881261439452e+28,3
100,-40,2.7468027739191356,-2.903534027771177,-64.19561235905536,14,0.001,100,-40,13681498.455277592,-1244.5555912439688,1.7518812614364867e+28,3
100,-30,2.7468027739191356,-2.903534027771177,-64.19561235905536,14,0.001,100,-30,13681498.455277592,-2.122499441968749,1.7518812614364865e+28,3
100,-20,2.7468027739191356,-2.903534027771177,-64.19561235905536,14,0.001,100,-20,13681498.455277592,-4.23263676596875,1.7518812614364865e+28,3
100,-10,2.7468027739191356,-2.903534027771177,-64.19561235905536,14,0.001,100,-10,13681498.455277592,-7.20792391796875,1.7518812614364865e+28,3
100,0,2.7468027739191356,0.1567312567803401,-24.833834296228588,14,0.001,100,0,13681498.455277592,-0.00503999996875,1.7518812614364865e+28,3
100,10,2.7468027739191356,2.746802770990837,-50.05889331056788,14,0.001,100,10,13681498.455277592,7.19984148603125,1.7518812614364865e+28,3
100,20,2.7468027739191356,2.7468027709908367,-50.05889331056789,14,0.001,100,20,13681498.455277592,4.223116638031249,1.7518812614364865e+28,3
100,30,2.7468027739191356,2.746802770990837,-50.05889331056788,14,0.001,100,30,13681498.455277592,2.1290151540312507,1.7518812614364865e+28,3
100,40,2.7468027739191356,2.7468027709908367,-50.05889331056789,14,0.001,100,40,13681498.455277592,1244.7744643320311,1.7518812614364867e+28,3
100,50,2.7468027739191356,2.746802770990837,-50.05889331056788,14,0.001,100,50,13681498.455277592,15606.969953070036,1.751881261439453e+28,3
100,60,2.7468027739191356,2.746802770990837,-50.05889331056788,14,0.001,100,60,13681498.455277592,101787.74279586606,1.751881266803738e+28,3
100,70,2.7468027739191356,2.746802770990837,-50.05889331056788,14,0.001,100,70,13681498.455277592,464325.4291968181,1.751883585563613e+28,3
100,80,2.7468027739191356,2.7468027709910796,-50.05889331056788,14,0.001,100,80,13681498.455277592,1674685.641513624,1.7522745426410522e+28,3
100,90,2.7468027739191356,2.7468027710448357,-50.05889331056788,14,0.001,100,90,13681498.455277592,5102703.557121582,1.7857790494016237e+28,3
100,100,2.7468027739191356,2.7468027739191356,-50.05889331056789,14,0.001,100,100,13681498.455277592,13681498.455277592,3.503762522872973e+28,3
